ตำแหน่ง,กลุ่ม,ลำดับ,ชื่อวิชา/หัวข้อ,ประเภทที่ต้องตรวจ,สถานะลิงก์คลิปในชีต,สถานะเอกสาร,ลิงก์โพสต์/กลุ่มในชีต,ลงคลิป(คอลัมน์ชีต),มีคลิปในเครื่อง?,ระดับการจับคู่,คะแนน,คลิปที่น่าจะตรงที่สุด,path คลิป,คำที่เจอ,ปีในคลิป,หมายเหตุ,อัปเดตล่าสุด
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,2,ความรู้เกี่ยวกับพระราชบัญญัติระเบียบข้าราชการพลเรือน พ.ศ. 2551 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/1155914223405158/announcements,,มี,ตรงมาก,75,พรบ.ระเบียบข้าราชการพลเรือน พ.ศ. 2551 EP2.mp4,D:\ตัดแล้ว\พรบ.ระเบียบข้าราชการพลเรือน พ.ศ. 2551\พรบ.ระเบียบข้าราชการพลเรือน พ.ศ. 2551 EP2.mp4,พระราชบัญญัติระเบียบข้าราชการพลเรือน | 2551 | ข้าราชการพลเรือน | พลเรือน,2551,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,5,ความรู้เกี่ยวกับพระราชบัญญัติการจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ พ.ศ. 2560,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/1155914223405158/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,6,ความรู้เกี่ยวกับพระราชบัญญัติคุ้มครองข้อมูลส่วนบุคคล พ.ศ. 2562,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/1155914223405158/announcements,,มี,ตรงมาก,100,05_PDPA_ตัวเลือกสั้น_28042026.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\05 พระราชบัญญัติ คุ้มครองข้อมูลส่วนบุคคล 2562 PDPA\05_PDPA_ตัวเลือกสั้น_28042026.mp4,พระราชบัญญัติคุ้มครองข้อมูลส่วนบุคคล | 2562 | pdpa | ข้อมูลส่วนบุคคล | คุ้มครองข้อมูลส่วนบุคคล,2562,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,8,ความรู้เกี่ยวกับเหตุการณ์ทางเศรษฐกิจ สังคม สิ่งแวดล้อม และการเมือง,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1155914223405158/announcements,,มี,มีคลิปใกล้เคียง ต้องตรวจ,27,ความรู้สถานการณ์ สังคม เศรษฐกิจ การเมืองการปกครอง.mp4,D:\ตัดแล้ว\มีนาคม 69\04032026\ความรู้สถานการณ์ สังคม เศรษฐกิจ การเมืองการปกครอง.mp4,สังคม,,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,9,ความรู้เกี่ยวกับสถานการณ์และผลกระทบต่อเศรษฐกิจอุตสาหกรรม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1155914223405158/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,10,ความรู้เกี่ยวกับการจัดทำและบริหารโครงการ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1155914223405158/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,11,ความรู้เกี่ยวกับการเพิ่มขีดความสามารถธุรกิจอุตสาหกรรม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1155914223405158/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,12,ความรู้เกี่ยวกับแนวทางการพัฒนาอุตสาหกรรมทั้งในและต่างประเทศ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1155914223405158/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักวิชาการอุตสาหกรรมปฏิบัติการ,กรมส่งเสริมอุตสาหกรรม_Suntzu Tutor,13,ความรู้เกี่ยวกับแนวทางการส่งเสริมและพัฒนาอุตสาหกรรมให้เป็นมิตรกับชุมชนและสิ่งแวดล้อมอย่างยั่งยืน,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1155914223405158/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,1,รัฐธรรมนูญแห่งราชอาณาจักรไทย พ.ศ. 2560,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,ยังไม่ลงคลิป,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,มี 2 EP https://youtu.be/MpP4C9ighv8,2026-06-02T06:09:29.769Z
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,2,พระราชบัญญัติ เทศบาล พ.ศ. 2496 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,4,พระราชบัญญัติ สภาตำบลและองค์การบริหารส่วนตำบล พ.ศ. 2537 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,5,พระราชบัญญัติ องค์การบริหารส่วนจังหวัด พ.ศ. 2540 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,6,พระราชบัญญัติ กำหนดแผนและขั้นตอนการกระจายอำนาจให้แก่องค์กรปกครองส่วนท้องถิ่น พ.ศ. 2542 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,7,พระราชบัญญัติ ระเบียบบริหารงานบุคคลส่วนท้องถิ่น พ.ศ. 2542,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,8,ระเบียบกระทรวงมหาดไทยว่าด้วยวิธีการงบประมาณของ อปท. พ.ศ. 2563,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,42,การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,D:\ตัดแล้ว\ลงแล้ว\การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,งบประมาณ | งบ | บริหารงบประมาณ | การบริหารงบประมาณ,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,9,ระเบียบกระทรวงมหาดไทยว่าด้วยข้อบังคับการประชุมสภาท้องถิ่น พ.ศ. 2547,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,10,ระเบียบกระทรวงมหาดไทยว่าด้วยการจัดทำแผนพัฒนาของ อปท. พ.ศ. 2548,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,16,พระราชบัญญัติ การจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ พ.ศ. 2560,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,ยังไม่สอน,มี,ตรงมาก,100,ระเบียบกระทรวงการคลัง ว่าด้วยการจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ พ.ศ. 2560 EP4.mp4,D:\ตัดแล้ว\การเงิน\10 จัดซื้อจัดจ้าง\02 ระเบียบ จัดซื้อ\ระเบียบกระทรวงการคลัง ว่าด้วยการจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ พ.ศ. 2560 EP4.mp4,การจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ | 2560,2560,youtube,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,17,พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,ยังไม่ลงคลิป,มี,ตรงมาก,100,06 - พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\06 - พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546.mp4,พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี | หลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี | 2546 | กิจการบ้านเมืองที่ดี | บ้านเมืองที่ดี,2546,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,19,แผนพัฒนาเศรษฐกิจและสังคมแห่งชาติ ฉบับที่ 13,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,20,"ยุทธศาสตร์ชาติ 20 ปี, เป้าหมายการพัฒนาที่ยั่งยืน (SDGs), หลักปรัชญาของเศรษฐกิจพอเพียง",ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,ยังไม่ลงคลิป,มี,มีคลิปใกล้เคียง ต้องตรวจ,43,07_นโยบายแห่งรัฐ_ยุทธศาสตร์ชาติ_ตัวเลือกหลัก_61-80.mp4,D:\ตัดแล้ว\เตรียมคลิปลง กตต\07 ยุทธศาสตร์ชาติ 20 ปี\07_นโยบายแห่งรัฐ_ยุทธศาสตร์ชาติ_ตัวเลือกหลัก_61-80.mp4,ยุทธศาสตร์ชาติ | นโยบายแห่งรัฐ | ยุทธศาสตร์ชาติ 20 ปี | ยุทธศาสตร์ชาติ20ปี,,อ.ลูกจันทร์ ลิงค์ https://youtu.be/XAYXf2ETAGo?si=BfQDE--ZvRqnSwJY,
นักส่งเสริมการปกครองท้องถิ่น,นักส่งเสริมการปกครองท้องถิ่น,21,ความรู้เกี่ยวกับเหตุการณ์ปัจจุบัน และโครงสร้าง/ภารกิจของกระทรวงมหาดไทย และกรมส่งเสริมการปกครองท้องถิ่น,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/1465610431618325/announcements?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,4,พระราชบัญญัติ คุ้มครองข้อมูลส่วนบุคคล พ.ศ. 2562,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,มี,ตรงมาก,100,05_PDPA_ตัวเลือกสั้น_28042026.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\05 พระราชบัญญัติ คุ้มครองข้อมูลส่วนบุคคล 2562 PDPA\05_PDPA_ตัวเลือกสั้น_28042026.mp4,คุ้มครองข้อมูลส่วนบุคคล | 2562 | pdpa | ข้อมูลส่วนบุคคล,2562,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,5,พระราชบัญญัติ การปฏิบัติราชการทางอิเล็กทรอนิกส์ พ.ศ. 2565,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,มี,ตรงมาก,100,คลิปหลัก - คลิปหลัก - พระราชบัญญัติ การปฏิบัติราชการทางอิเล็กทรอนิกส์ พ.ศ. 2565.mp4,D:\ตัดแล้ว\พฤษภา 69\27052026\สปสธ จพน การเงิน\11 พระราชบัญญัติการปฏิบัติราชการทางอิเล็กทรอนิกส์ พ.ศ. 2565\คลิปหลัก - คลิปหลัก - พระราชบัญญัติ การปฏิบัติราชการทางอิเล็กทรอนิกส์ พ.ศ. 2565.mp4,การปฏิบัติราชการทางอิเล็กทรอนิกส์ | 2565 | อิเล็กทรอนิกส์,2565,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,6,พระราชกฤษฎีกา ว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,มี,ตรงมาก,100,06 - พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\06 - พระราชกฤษฎีกาว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี พ.ศ. 2546.mp4,ว่าด้วยหลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี | หลักเกณฑ์และวิธีการบริหารกิจการบ้านเมืองที่ดี | 2546 | กิจการบ้านเมืองที่ดี | บ้านเมืองที่ดี,2546,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,7,ระเบียบสํานักนายกรัฐมนตรีว่าด้วยการจัดการเรื่องราวร้องทุกข์พ.ศ. ๒๕๕๒ และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,8,พระราชบัญญัติ กองทุนยุติธรรม พ.ศ. 2558,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,9,พระราชบัญญัติ ค่าตอบแทนผู้เสียหายและค่าทดแทนและค่าใช้จ่ายแก่จําเลยในคดีอาญา พ.ศ. 2544 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,10,พระราชบัญญัติ การไกล่เกลี่ยข้อพิพาท พ.ศ. 2562,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,11,ความรู้เกี่ยวกับงานยุติธรรมชุมชน และงานยุติธรรมจังหวัด,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,12,แผนปฏิบัติราชการ ระยะ 5 ปี (พ.ศ. 2566-2570) ของกระทรวงยุติธรรม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,27,09_แผนปฏิบัติราชการ_5_ปี_อัยการ_EP4_อาจเกี่ยว.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\09 แผน ยุทธศาสตร์ และแผนพัฒนา อาจเกี่ยว\09_แผนปฏิบัติราชการ_5_ปี_อัยการ_EP4_อาจเกี่ยว.mp4,แผนปฏิบัติราชการ,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,13,แผนปฏิบัติราชการ ระยะ 5 ปี (พ.ศ. 2566-2570) ของสํานักงานปลัดกระทรวงยุติธรรม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,27,09_แผนปฏิบัติราชการ_5_ปี_อัยการ_EP4_อาจเกี่ยว.mp4,D:\ตัดแล้ว\เตรียมคลิป สป อว\09 แผน ยุทธศาสตร์ และแผนพัฒนา อาจเกี่ยว\09_แผนปฏิบัติราชการ_5_ปี_อัยการ_EP4_อาจเกี่ยว.mp4,แผนปฏิบัติราชการ,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,14,พระราชบัญญัติ พัฒนาการบริหารงานยุติธรรมแห่งชาติ พ.ศ. 2549,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปยธ นักวิชาการยุติธรรม,สปยธ นักวิชาการยุติธรรมปฏิบัติการ,15,การจัดทําแผนงาน โครงการ งบประมาณ และการพัฒนาระบบราชการ,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2037689197124635?locale=th_TH,,มี,มีคลิปใกล้เคียง ต้องตรวจ,43,การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,D:\ตัดแล้ว\ลงแล้ว\การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,งบประมาณ | งบ | บริหารงบประมาณ | การบริหารงบประมาณ,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,1,ความรู้เบื้องต้นทางด้านการเงินและบัญชี,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/26357425820603850/,,มี,มีคลิปใกล้เคียง ต้องตรวจ,46,การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,D:\ตัดแล้ว\ลงแล้ว\การบริหารงบประมาณ เฉพาะนักจัด ปิดคอร์ส.mp4,งบประมาณ | งบ | บริหารงบประมาณ | การบริหารงบประมาณ,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,3,ความรู้เกี่ยวกับระเบียบกระทรวงการคลังว่าด้วยการเบิกเงินจากคลัง การรับเงิน การจ่ายเงิน การเก็บรักษาเงิน และการนำเงินส่งคลัง พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ลงลิงก์แล้ว,https://www.facebook.com/groups/26357425820603850/,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,4,ความรู้เกี่ยวกับระเบียบกระทรวงการคลังว่าด้วยเงินทดรองราชการ พ.ศ. 2562,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/26357425820603850/,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,5,ความรู้เกี่ยวกับระเบียบกระทรวงการคลังว่าด้วยการเบิกจ่ายค่าใช้จ่ายในการบริหารงานของส่วนราชการ พ.ศ. 2553,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/26357425820603850/,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,6,ความรู้เกี่ยวกับระเบียบกระทรวงสาธารณสุขว่าด้วยเงินบำรุงของหน่วยบริการในสังกัดกระทรวงสาธารณสุข พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/26357425820603850/,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,7,ความรู้เกี่ยวกับพระราชบัญญัติประกันสุขภาพแห่งชาติ พ.ศ. 2545,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/26357425820603850/,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,8,ความรู้เกี่ยวกับพระราชบัญญัติประกันสังคม พ.ศ. 2533 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/26357425820603850/,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน,สปสธ. เจ้าพนักงานการเงินและบัญชีปฏิบัติงาน by พี่ซุนวู,12,ความรู้เกี่ยวกับวิสัยทัศน์ พันธกิจ โครงสร้าง อำนาจหน้าที่ ภารกิจ นโยบายและยุทธศาสตร์ของสำนักงานปลัดกระทรวงสาธารณสุขและกระทรวงสาธารณสุข,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,,https://www.facebook.com/groups/26357425820603850/,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานธุรการ,สปสธ. เจ้าพนักงานธุรการ by พี่ซุนวู,5,ความรู้เกี่ยวกับการจัดการสํานักงาน,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2409081326254287,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานธุรการ,สปสธ. เจ้าพนักงานธุรการ by พี่ซุนวู,6,ระเบียบสํานักนายกรัฐมนตรีว่าด้วยรถราชการ พ.ศ. ๒๕๒๓ และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2409081326254287,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. เจ้าพนักงานธุรการ,สปสธ. เจ้าพนักงานธุรการ by พี่ซุนวู,10,"วิสัยทัศน์ พันธกิจ โครงสร้าง อํานาจหน้าที่ ภารกิจ นโยบายและยุทธศาสตร์
ของสํานักงานปลัดกระทรวงสาธารณสุข และกระทรวงสาธารณสุข",ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/2409081326254287,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. นักวิชาการเงิน,สปสธ. นักวิชาการเงินและบัญชีปฏิบัติการ,4,ระเบียบกระทรวงการคลังว่าด้วยเงินทดรองราชการ พ.ศ. 2562,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1367944345162798/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. นักวิชาการเงิน,สปสธ. นักวิชาการเงินและบัญชีปฏิบัติการ,5,ระเบียบกระทรวงการคลังว่าด้วยการเบิกจ่ายค่าใช้จ่ายในการบริหารงาน ของส่วนราชการ พ.ศ. 2553,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1367944345162798/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
สปสธ. นักวิชาการเงิน,สปสธ. นักวิชาการเงินและบัญชีปฏิบัติการ,6,ระเบียบกระทรวงสาธารณสุขว่าด้วยเงินบำรุงของหน่วยบริการในสังกัด กระทรวงสาธารณสุข พ.ศ. 2562 และที่แก้ไขเพิ่มเติม,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,ยังไม่ลงลิงก์,https://www.facebook.com/groups/1367944345162798/announcements,,ไม่พบ,ไม่พบคลิปในดัชนี,,,,,,,
